DATE,avg_station_max,overall_max
2022-05-17,20.82,24.4
2022-05-18,21.49,27.8
2022-05-19,19.74,25.0
2022-05-20,18.78,20.6
2022-05-21,20.37,22.8
2022-05-22,20.96,25.0
2022-05-23,20.37,25.0
2022-05-24,21.99,30.6
2022-05-25,22.23,29.4
2022-05-26,21.99,27.8
2022-05-27,21.68,25.6
2022-05-28,20.07,22.2
2022-05-29,21.78,25.6
2022-05-30,22.35,28.3
2022-05-31,22.94,27.8
2022-06-01,25.29,33.9
2022-06-02,24.11,32.8
2022-06-03,22.68,28.3
2022-06-04,21.52,24.4
2022-06-05,23.42,28.3
2022-06-06,24.13,28.9
2022-06-07,24.36,30.6
2022-06-08,24.27,33.9
2022-06-09,25.3,34.4
2022-06-10,26.04,37.2
2022-06-11,25.81,34.4
2022-06-12,24.42,30.6
2022-06-13,24.28,28.3
2022-06-14,24.76,30.0
2022-06-15,25.75,34.4
2022-06-16,25.26,32.8
2022-06-17,23.62,29.4
2022-06-18,23.2,26.7
2022-06-19,24.76,29.4
2022-06-20,30.69,37.2
2022-06-21,29.37,36.1
2022-06-22,27.7,36.1
2022-06-23,28.03,37.8
2022-06-24,28.11,38.9
2022-06-25,27.23,37.2
2022-06-26,27.36,38.3
2022-06-27,28.86,39.4
2022-06-28,28.76,37.8
2022-06-29,27.86,35.0
2022-06-30,27.36,34.4
2022-07-01,26.24,33.9
2022-07-02,25.36,31.7
2022-07-03,24.4,28.9
2022-07-04,24.08,28.3
2022-07-05,25.0,29.4
2022-07-06,25.05,30.6
2022-07-07,26.52,34.4
2022-07-08,25.87,32.8
2022-07-09,26.58,34.4
2022-07-10,26.87,35.6
2022-07-11,25.88,34.4
2022-07-12,24.04,31.1
2022-07-13,24.7,32.2
2022-07-14,24.12,30.6
2022-07-15,25.86,35.6
2022-07-16,26.03,36.1
2022-07-17,29.1,37.8
2022-07-18,28.63,36.1
2022-07-19,28.42,36.1
2022-07-20,28.66,36.1
2022-07-21,27.2,34.4
2022-07-22,27.01,33.9
2022-07-23,26.19,33.3
2022-07-24,26.41,32.8
2022-07-25,26.08,32.8
2022-07-26,26.01,32.8
2022-07-27,26.37,32.8
2022-07-28,26.52,32.8
2022-07-29,27.08,34.4
2022-07-30,27.31,33.9
2022-07-31,28.99,35.0
2022-08-01,29.07,35.6
2022-08-02,27.77,33.9
2022-08-03,26.93,33.3
2022-08-04,26.68,32.2
2022-08-05,28.67,34.4
2022-08-06,29.54,37.2
2022-08-07,30.84,40.0
2022-08-08,29.22,36.7
2022-08-09,31.26,36.7
2022-08-10,31.59,37.8
2022-08-11,30.9,37.8
2022-08-12,30.06,37.8
2022-08-13,30.72,38.9
2022-08-14,29.92,37.2
2022-08-15,28.82,36.7
2022-08-16,29.35,38.9
2022-08-17,28.54,36.7
2022-08-18,26.94,35.6
2022-08-19,27.22,36.1
2022-08-20,27.08,32.8
2022-08-21,25.68,30.0
2022-08-22,26.32,32.2
2022-08-23,27.21,36.1
2022-08-24,28.01,33.9
2022-08-25,28.73,34.4
2022-08-26,27.84,34.4
2022-08-27,26.56,31.1
2022-08-28,25.96,30.0
2022-08-29,26.82,33.3
2022-08-30,29.61,38.3
2022-08-31,33.63,44.4
2022-09-01,33.22,41.1
2022-09-02,33.54,39.4
2022-09-03,35.11,42.2
2022-09-04,39.4,43.3
2022-09-05,34.7,42.2
2022-09-06,33.4,41.1
2022-09-07,34.33,41.7
2022-09-08,36.35,39.4
2022-09-09,36.91,38.3
2022-09-10,29.93,31.7
2022-09-11,30.21,33.3
2022-09-12,29.31,32.2
2022-09-13,27.51,30.0
2022-09-14,26.48,28.9
2022-09-15,25.96,28.3
2022-09-16,25.92,28.9
2022-09-17,24.82,26.7
2022-09-18,23.88,25.6
2022-09-19,25.5,27.8
2022-09-20,26.61,30.0
2022-09-21,26.44,29.4
2022-09-22,28.75,32.8
2022-09-23,29.79,34.4
2022-09-24,30.33,35.6
2022-09-25,29.9,37.2
2022-09-26,30.43,38.3
2022-09-27,31.33,40.6
2022-09-28,30.45,38.3
2022-09-29,26.82,34.4
2022-09-30,25.5,30.6
2022-10-01,23.19,26.7
2022-10-02,24.51,30.6
2022-10-03,25.28,31.1
2022-10-04,26.72,32.8
2022-10-05,25.59,31.7
2022-10-06,24.19,29.4
2022-10-07,25.95,32.2
2022-10-08,26.25,33.3
2022-10-09,24.79,31.1
2022-10-10,24.44,28.9
2022-10-11,24.18,28.3
2022-10-12,25.07,30.0
2022-10-13,22.64,27.8
2022-10-14,21.3,25.0
2022-10-15,21.18,22.8
2022-10-16,22.11,24.4
2022-10-17,25.06,30.6
2022-10-18,30.0,35.0
2022-10-19,33.74,35.6
2022-10-20,30.76,33.9
2022-10-21,26.42,30.0
2022-10-22,21.3,25.0
2022-10-23,22.11,25.0
2022-10-24,24.41,26.7
2022-10-25,24.03,26.7
2022-10-26,22.24,25.0
2022-10-27,23.5,26.7
2022-10-28,23.44,26.7
2022-10-29,24.25,30.0
2022-10-30,25.29,31.1
2022-10-31,24.36,28.9
2022-11-01,21.54,23.9
2022-11-02,19.76,21.1
2022-11-03,18.1,19.0
2022-11-04,19.82,23.9
2022-11-05,20.6,23.9
2022-11-06,20.15,22.2
2022-11-07,18.13,19.4
2022-11-08,18.68,20.0
2022-11-09,17.14,18.3
2022-11-10,19.66,21.1
2022-11-11,21.53,23.9
2022-11-12,20.24,21.1
2022-11-13,20.37,21.7
2022-11-14,20.36,22.2
2022-11-15,21.84,23.9
2022-11-16,23.54,26.1
2022-11-17,24.11,26.1
2022-11-18,20.38,22.8
2022-11-19,23.88,25.0
2022-11-20,25.03,27.2
2022-11-21,24.22,26.1
2022-11-22,23.05,25.0
2022-11-23,21.27,25.0
2022-11-24,25.55,28.3
2022-11-25,24.38,26.1
2022-11-26,21.3,23.9
2022-11-27,20.46,24.4
2022-11-28,17.58,19.4
2022-11-29,18.21,18.9
2022-11-30,17.56,18.3
2022-12-01,15.61,17.8
2022-12-02,15.93,17.9
2022-12-03,20.73,22.2
2022-12-04,18.12,19.45
2022-12-05,16.99,18.4
2022-12-06,16.19,17.2
2022-12-07,16.22,17.8
2022-12-08,16.53,17.8
2022-12-09,16.54,17.8
2022-12-10,16.82,18.3
2022-12-11,15.29,16.4
2022-12-12,13.5,14.7
2022-12-13,15.24,16.1
2022-12-14,16.4,17.8
2022-12-15,16.48,18.3
2022-12-16,20.2,22.2
2022-12-17,19.01,20.6
2022-12-18,17.67,18.9
2022-12-19,18.25,20.0
2022-12-20,19.24,22.8
2022-12-21,21.48,24.4
2022-12-22,20.7,22.8
2022-12-23,19.65,22.2
2022-12-24,23.72,27.8
2022-12-25,27.02,29.4
2022-12-26,24.98,27.2
2022-12-27,20.24,22.8
2022-12-28,17.22,18.3
2022-12-29,15.84,16.95
2022-12-30,15.28,16.1
2022-12-31,15.46,16.7
